id	sentence_1	sentence_2	similarity
941	إنه من غير الواضح فيما يخص هذه النقطة، و إنه من المستحيل أن يستطيع أن تبقي قيد العمل تدابير أكثر تعقيدا، خاصة فيما يتعلق بهذه النقطة من التعديلات التي جدولناها.	هذه منطقة غامضة، و من الممكن أن تحضيرات أكثر تعقيدا يمكن أن تبقى قيد العمل، و هذه نقطة واحدة بشأنها تتعلق التعديلات التي كنا قد جدولناها.	4.4
942	السفن اليونانية تم ٳغراقها، بدون أي عاصفة حولها، السيد غيسوت.	السيد غيسوت، السفن اليونانية قد غرقت بدون ٳنذار عندما كان هناك لا عواصف في المناطق المجاورة.	5.0
943	للأسف إنّ الهدف النهائي لدستور أوروبي سوف يكون معاكسا و من الواضح أننا لا نستطيع أن ندعمه.	للأسف ٳن آخر هدف لدستور أوروبي سوف يكون العكس تمام و بالتالي لن نستطيع طبعا التصويت له .	4.6
944	هذا تطور من هذا النوع الذي أتمناه للدول الأعضاء الأخرى في الِاتحاد الأروبي.	إنه هذا النوع من المستقبل الذي أودّ أيضا أن أراه في دول أخرى داخل الاتحاد الأوروبي.	4.6
945	من الحق القول أن لجنة الشؤون القانونية مستمرة في رفض الحد الأعلى و المحافظة عل معدل أدنى و الذي لا يمكن أن يكون أقل من 7 %.	لجنة الشؤون القانونية و السوق الداخلية حاليا تصرّ على أنّ لا حد أعلى و لا أدنى من ما لا يقل عن 7 % .	4.5
946	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على المستوى المحلي.	يجب أن يكون هنالك بصدق مركز لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز الإمتياز للسلامة الغذائية على مستوى كل منطقة على حدة .	5.0
947	إنها نمضي في محاكمة في 8 جانفي من العام المقبل وقع اتهامها بالمشاركة في اجتماع للمعارضين التونسيين في فرنسا، و بالفعل أنكرته.	ٳنه سوف يحاكم في الثامن من جانفي بتهمة حضور اِجتماع للمعارضة التونسية في فرنسا ، الأمر الذي نفاه.	4.4
948	وضع العلامات على لحوم البقر الذي تم تقريره، و الذي شكل الحد الأدنى لوضع العلامات و الذي بدأ سريانه فقط منذ شهرين و نصف، لا يجعل من الممكن العودة بشكل مناسب إلى مصدر الحيوانات و منعنا بشكل متأخر غير مقبول المواد الخطرة المحددة.	وضع العلامات على لحوم البقر الّذي تمّ إقراره، الّذي هوّ الحد الأدنى ووضع العلامات الّذي سرى مفعوله لشهرين ونصف لا يتعقّب مصدر الحيوانات بشكل صحيح ولقد حضرنا مؤخّرا قليلا المواد الخطيرة المحدّدة.	4.8
949	أشدد على هذه النقطة لأن السوق يستطيع أن يجد حلا لكل شيء و، بهذا المعني، لا يمكن أن يكون هناك أي منافسة بدون حدود.	أشدد على هذه النقطة لأن السوق لا يمكن أن ينظم كل شيء و لهذا السبب المنافسة ليست غير مقيدة تماما و لا ينبغ لها أن تكون.	4.75
950	من دون شك، كان من الأفضل ألاّ يكون هناك اتفاق على هذا السيء و، في هذه الحالة، المقرح الأمريكي كان اقتراح مع التنازل، الذي كان غير مقبول تماما من قبل أوروبا.	بدون شك، كان من الأفضل ألا يكون هنالك اِتفاق على الإطلاق بدلا من الِاتفاق الهزيل و صحيح في هذه الحالة، أن المقترح الأمريكي هو اِقتراح من الدرجة الثالثة، و هو الذي كان غير مقبول تماما بالنسبة لأوروبا.	4.6
951	يجب أن نرحب بحقيقة أنّ هذا المجلس قد تمكّن من أن يجمع أغلبية كبيرة مؤيدة لمقدار أكبر من الشفافية.	مما يثلج الصدر أنّ البرلمان الأوروبي قد نجح في إنتاج أغلبيّة كبيرة مؤيّدة لمزيد من الإنفتاح.	4.4
952	على العكس، قوة الديمقراطيات الوطنية تقلصت طمعا في الحد المتزايد في حق النقض (الفيتو) و في اعطاء أكثر قوة من ذي قبل في برلمان الاتحاد الأوروبي.	على العكس من ذلك، تأثير الديمقراطيات الوطنية يجري تقليصه أكثر فأكثر بسبب مزيد قيود حق النقض و حقيقة أن البرلمان الأوروبي قد و مازال يعطي أكثر سلطة.	4.4
953	قد سمعنا أن الرئاسة السابقة أعيدت أول هيكلة يمكن فككت وزارة تكافؤ الفرص.	قد سمعنا أنّ رئاسة المجلس السابقة أوّلا هيكلت ثمّ ألغت وزارة المساواة.	4.4
954	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.	عندما نواجه بخطر محتمل، من الضروري تطبيق المبدأ الوقائي.	5.0
955	نرحب بالأحكام المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المقررة من قبل الجمعية العامة فيما يتعلق بطريقة إعتماد المنظمات الغير حكومية و عملية الإعداد و الدورة الإستثنائية في سبتمبر 2001.	نرحب بالترتيبات المقترحة في هذا الصدد من قبل اللجنة التحضيرية و المعتمدة من قبل الجمعية العامة بشأن إجراءات تسجيل المنظمات الغير حكومية للتسجيل في العملية التحضيرية و الدورة الإستثنائية في سبتمبر 2001.	4.6
956	عندما نواجه بخطر محتل، من المهم أنّ نطيق مبادئ وقائية.	عندما نواجه بخطر محتمل، من المهم تطبيق مبادئ وقائية.	5.0
957	هذه الأهداف، هدف من الأهداف الأولية و الثانوية، حجر الزاوية للسماح لنا بأن نحكم على المقترحات الملموسة من قبل اللجنة.	هذه الأهداف، الهدف المهمّ منها والثانويّة، سوف تكون المعيار الّذي يحكم من خلاله على المقترحات الملموسة الّتي قدّمتها اللّجنة.	4.6
958	حول الوضع في بورما.	حول الوضع في بورما.	5.0
959	مع سحب قرارنا، أعبر، مع ذلك عن القناعة أن برلماننا كان قد كان يستطيع أن يفعل ما هو أفضل ليسمع صوته أ ثناء تكرسه، لمجلس نيس، قرار محددا و مفصلا للمواضيع المهمة جدا و الصعبة جدا للمؤتمر الحكومي الدولي بدل أن تتعامل معهم في إطار قرار واحد فقط كذلك تتضمن كل النقاط الأخرى على جدول أعمال المجلس.	أثناء سحب القرار، مع ذلك، أعبر عن القناعة أن هذا البرلمان قد كان يمكن أن يجعل صوته مسموعا أكثر إذا، تحسبا لمجلس نيس، كان قد كرس قرار محددا و مفصلا لهذه المواضيع المهمة و الصعبة للمؤتمر الحكومي الدولي بدل التعامل معهم في قرار واحد يتضمن كل النقاط الأخرى على جدول أعمال المجلس.	4.4
960	هناك حاجة ملحّة و لهذا السبب قد قرّرنا وضع هذا على جدول الأعمال.	التحرك مطلوب بسرعة، لذلك قررنا أن ندرج هذه المادة على جدول الأعمال.	5.0
961	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.	هذا ما قمنا به: لقد تجنبنا أزمة في الميزانيّة بالعودة إلى المادة 272ّ؛ وجهة النظر الماليّة ثم الحفاظ عليها حتى لو كنا قد استخدمنا آداة المرونة.	4.857
962	أناشد على جناح السرعة، الرئاسة الفرنسية أن تقوم بكل شئ في وسعها لرأب الصدع المدمر بصفة خاصّة.	أود أن أحث الرئاسة الفرنسية على بذل قصارى جهدها لتجاوز هذا الِانقسام لأنه مدمر للغاية.	5.0
963	نستطيع بالفعل أن نريدأكثر و ما هو أفضل و لكن أعتقد أنها بداية جيدة.	يمكن للمرء بالفعل أن يرغب فيما هو أكثر و في التحسين، و لكن أعتقد بصراحة أننا قد قمنا ببداية جيدة.	4.4
964	كنت قد أعجب أيضا برؤية تقرير ديوان المحاسبات أكثر قليلا سهل الاستعمال و إذ كان قد قدّم القليل من التوصيات الواضحة على سبيل المثال واحد أو توصيتان لكل فصل.	لابد أني قد أعجبت بتقرير مدققي الحسابات بأنه قد كان أكثر قليلا سهل الاستعمال و لتقديم عدد من التوصيات الواضحة على سبيل المثال واحد أو إثنان لكل فصل.	4.6
965	"ثانيا، يجب أن نقول ""لا"" للمفهوم المتعارف عليه أنّ الانفجار الكبير و إنّ في نفس الوقت، مجموعة كبيرة من البلدان، لأنّ ذلك سوف يكون في تناقض مع مبدأ قبول ضم كل بلد وفق لحيثياته."	ثانيا، قول لا لفكرة الانفجار الكبير لدمج الدول المترشحة في نفس الوقت كمجموعة كبيرة، لأنّ ذلك يعمل ضدّ مبدأ أنّ كل بلد يجب أن يتم السماح له بالدخول وفق حيثياته الخاصة.	4.8
966	و نظرا لهذه الحقائق، الحاجة إلى مشاركة أكبر و فاعلية أكبر في الكفاح ضدّ الفقر و التخلف هي أمر ضروري.	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	5.0
967	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.	حزبي لديه تحفظات جدية حول قانون المجتمع المطبق على بيع السلع الاستهلاكية مقابل تطبيق مفهوم الاعتراف المتبادل بالمعايير.	4.6
968	أمام هذا الوضع، الحاجة إلى مشاركة أكبر و فعالية أكبر في الكفاح ضد الفقر و التخلف هي أمر ضروري.	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	5.0
969	لهذا السبب أعتقد أيضا أن هذه المصالحة، يمكن أن تأخذ، و لكن، الحكومة التي وجدت بشجاعة فائقة حلا لقضية الجامعات و للعديد من المشاكل نحتاج إلى علامات واضحة و لدعم قوي و إلا فالسلام هدد في المنطقة جملة.	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	4.6
970	عندما يتم مواجهتنا بخطر محتمل، من المهم أن نضع حيز التطبيق مبدأ الحيطة.	عندما يتم مواجهتنا بخطر محتمل، من الضروري تطبيق مبادئ احتياطية /احترازية/وقائية.	5.0
971	قد سمعنا أن الرئاسة السابقة أولا ٳعادة هيكلة ثم فككت وزارة تكافئ الفرص.	قد سمعنا أن رئاسة المجلس السابقة أولا ٳعادة هيكلة ثم بعد ذلك ألغت وزارة المساواة.	4.6
972	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	5.0
973	إما أن نكون جزءا في النادي، أو أن لا نكون و يجب بالتالي أن نخضع لهذا القرار.	إما أن نكون في النادي أو أن نكون خارجه، و إنّه مهم بصورة خاصة أن نقبل هذا.	4.8
974	إنها لوصمة عار عندما تضنّ أنّ الإتحاد الأوروبي ينشّئ بطلا للتحديث للحياة الاقتصادية.	إنه حال أوضاع مشينة عندما نعتبر الإتحاد الأوروبي نفسه هو بطل الممارسات التجارية الحديثة.	4.4
975	إنّه ما قمنا به، اجتنبنا أزمة في الميزانيّة عندما عدنا إلى المادة 272؛ المناظير المالية قد تم الحفاظ عليها، حتى لو استخدمنا أداة المرونة.	هذا ما قد قمنا به، لقد تفادينا أزمة اقتصادية بالذهاب إلى المادة 272؛ المنظور المالي قد تمّ الحفاظ عليه، رغم أننا قد استعملنا أداة المرونة.	4.6
976	التصاريح يجب أن تُتْبع بإجراءات ملموسة لتتعرف على و تجمّد و تغتنم منتجات الجريمة.	التصاريح يجب أن تُتْبع بخطوات ملموسة لتتعقّب و تجمّد و تغتنم و تصادر عائدات الجريمة.	4.8
977	السيد الرئيس، سيداتي سادتي، أود أن أتكلم بخصوص القرار المشترك الذي من الواضح سوف نصوت بشأنه.	السيد الرئيس، سيداتي سادتي، يجب أن أقول بعض كلمات بخصوص القرار المشترك و الذي سوف يمرر بطبيعة الحال.	4.4
978	المهمة الأكثر إلحاحا، و التي هي مع ذلك، ليس لها اهتمام نابض من قبل العامة.	إنها مسألة على غاية من الأهمية القصوى و التي من العجيب جذبت القليل جدا من الاهتمام العام.	4.4
979	أدعو براغ لاغتنام هذه الفرصة، هذه الدعوة، هذا الطلب للحوار، أن يواصل البحث و أن يضمن أنه، بمعية هذا المجلس، هذه الآثار العصر القومي يمكن أن يتمّ التخلي عنها.	أدعو براغ للرد على هذه الإشارة، هذا التحدي، هذا النداء من أجل الحوار لمنح طلبنا و لضمان ،بمعية مجلسنا , أن هذا الإرث من الحقبة القومية يمكن أن يرسل ٳلى الماضي.	4.8
980	أخيرا، و هذا شيءٌ الأكثر مثيرا للجدل، اللجنة قد دعت بحدّة الى استخدام إجراء المسار السريع لتطبيق هذا التشريع.	أخيرا و الأكثر ٳثارة للجدل، دعت اللجنة بقوة ٳلى اِستخدام ٳجراء المسار السريع لتطبيق هذا التشريع.	4.8
981	هناك بالطبع، نقطة مهمة جدا هي حقيقة أننا بدأنا في صنف رابع، مع نهجها، و لكننا لا نعرف بعد جيدا إذا نجحنا في إيجاد حل للمشكل ليس أقلها لأنّ المجلس لا يرغب في المشاركة بما فيه الكفاية في التفكير العميق.	هناك، بالطبع، حدث هام جدا، و هو أنّه قد تمّ إحراز بداية مع صنف رابع و بالنظر إلى كيف سنتعامل معها، و لكن هو من غير الواضح تماما الآن إذا ما كنّا قد نجحنا في إيجاد حل لهذا، جزئيا لأن المجلس يرفض أن يكون له مساهمة كافية في عمليّة التفكير المصاحبة.	4.8
982	لذلك أعتقد أيضا أنّ هذه المصالحة يمكن أن تصمد و لكنّ، الحكومة التي بشجاعة كبيرة وجدت حلا مع السؤال في الجامعات و للعديد من المشاكل الأخرى، تحتاج إلى علامات واضحة للنجاح، كذلك إلى دعم قوي، تحت عقوبة رؤية السلام مهددا ككل في المنطقة.	لذلك أعتقد أنّ هذه المصالحة هيّ مستدامة ولكن إنّ هذه الحكومة الّتي وجدت بشجاعة فائقة حلا لقضيّة الجامعة وللعديد من القضايا، تحتاج إلى علامات واضحة لنجاحها ودعما قويا، وإلاّ فالسلام في جميع أنحاء المنطقة سوف يكون محلّ تهديد.	4.8
983	هذا هو الموقف المدافع عنه من قبل المقرر و المشترك من قبل حزب الشعب الأوروبي.	هذا أيضا موقف يوصي به المقرر و يشاركه فيه حزب الشعب الأوروبي.	4.8
984	الموافقة على محضر الجلسة السابقة.	الموافقة على محضر الجلسة السابقة.	5.0
985	البرلمان يقبل التعديل الشفوي.	البرلمان يقبل التعديل الشفوي.	4.8
986	ثالثا، قبول التوسيع و آفاقه الإيجابية للدول المختلفة و الإتحاد الأوروبي جملة - مثال الدنمارك هو هناك ليبين ذلك لنا- القضاء على العجز الاجتماعي و الديمقراطي من أجل السياسة الأوروبية.	ثالثا، قبول التوسيع و آفاقه الإيجابية على الدول على حدة و على الإتحاد الأوروبي ككل تعتمد أساسا- و الدنمارك أثبت هذا- على تفكيك العجز الاجتماعي و الديمقراطي للسياسة الأوروبية.	5.0
987	مواجها بالانتقادات، خاصة تلك في إيرلندا و فرنسا، مستشار وزير الخزانة البريطاني، قدم تفسير مختلفا: ٳنها الآن ضريبة على كل المستخدمين، بما في ذلك ساﺋقي العربات الثقيلة لنقل البضاﺋع البريطانيين.	ذلك قد تمّ تغييره بسبب الٳنتقادات، خاصة من قبل إيرلندا و فرنسا، و تركيزٍ مختلفٍ قد تمّ تسليطه الآن عليه من قبل مستشار وزير الخزانة البريطاني: إنه الآن يتم تصويره كرسمٍ للمستخدم للجميع بما في ذلك سائقي الشاحنات البريطانيّة.	4.6
988	( الاجتماع، المتوقف مع 14:06 تمّ أخذه مجددا على الساعة 15:00 )	( علّقت الجلسة على الساعة 14:06 و استأنفت على الساعة 15:00 )	4.8
989	سؤال رقم 6 عبر (H-0886/00 ):	سؤال رقم 6 عبر (H-0886/00 ):	5.0
990	من المتفق عليه أنّ معرفة اللغات الأجنبية هو شرط مسبق ضروري للتنقل.	معرفة اللغات الأجنبية مقبول كمطلب ضروري للتنقل.	5.0
991	أنا أيضا صوتُ ضد نص يطلب ضم ميثاق الحقوق الأساسية في المعاهدة المستقبلية التي سوف يتم تبنيها في نيس.	كما ٳنني صوت ضد نص يدعو ٳلى ضم ميثاق الحقوق الأساسية في معاهدة نيس الأخيرة.	5.0
992	الوضع يزداد سوءا، عندما يتعلّق الأمر بنساء بلدان بعيدة التي قبلت هذا العمل بحكم الضرورة و التي ليس لديها بديل لمواصلة سد احتياجاتها الأساسية.	ٳن الوضع الأسوء هو عندما يكون النساء المعنيات أيضا قادمات من بلدان بعيدة، أخذن العمل للخروج من اليأس لأنهنّ لا يملكن طريقة أخرى لمواصلة إعالة نفسهنّ.	4.4
993	وأضاف أنّ المجلس الأوروبي سوف كذلك يناقش حالة التقدّم في مفاوضات الانضمام وبالتالي التوسيع.	المجلس الأوروبي سوف يناقش كذلك حالة التقدّم في مفاوضات الإنضمام وبالتالي التوسيع.	5.0
994	إذا أردنا أن نساعد إندونيسيا، يجب أن نتدخّل الآن بالمال و النشاطات الملموسة، و ليس فقط بالكلمات.	ٳذا أردنا أن نساعد أندونيسيا يجب أن نتحرك الآن بالمال و الأفعال، و ليس بمجرد الكلمات.	5.0
995	تماما مثل محكمة حقوق الإنسان، مجلس أوروبا لديه تجربة قوية خاصة فيما يتعلق بهذه الأشكال من الرقابة . نستطيع أن ناخذها كأساس.	مجلس أوروبا، كما هو الشأن باـنسبة لمحكمة حقوق الانسان، لديه ثروة من الخبرة في مثل هذه الأشكال من الرقابة و التي يمكننا أن نبني عليها.	4.4
996	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و مبادئ عامة توجيهية.	أخيرا، و في كلمة، الركن الرابع المكرس لتكافؤ الفرص يعزز طريقا متكاملا لتحقيق المساواة من خلال مراعاة المنظور الجنساني و من خلال مبادئ عامة توجيهية.	5.0
997	من الأفكار الأولى بخصوص هذا الموضوع، و التي جرت على المستوى الأوروبي بمبادرة من البرلمان الأوروبي، اللجنة ملتزمة للدول الأعضاء بتعزيز عمل لتطوير ما يمكن أن نعتبره ثقافة شرطة أوروبية، مبنية على أعلى المعايير فيما يتعلّق بالمبادئ الأخلاقية ، احترام حقوق المواطنين و حريّاتهم و النجاعة في الكفاح ضد الجريمة.	من خلال المناقشات الأولى حول هذا الملف، التي عقدت على المستوى الأوروبي بمبادرة من البرلمان الأوروبي، اللجنة قد قدمت التزاما للدول الأعضاء لمتتابعة مسارات ٳجراء يهدف إلى تطوير ما يمكن أن نسميه كفاءة الشرطة الأوروبية ترتكز على أعلى معايير الواجب، احترام حقوق و حريات مواطنينا و كفاءة الحرب ضدّ الجريمة.	4.8
998	هناك حاجة ملحّة و لهذا السبب قرّرنا وضع هذا على جدول الأعمال.	العمل هو مطلوب بسرعة، لذلك قررنا أن ندرج هذا البند على جدول الأعمال.	5.0
999	السيد الرئيس، في خطابي يجب أن أركّز على تقرير السيدة لاليمياسار تقرير، الذي أعتقد أنه متبصر جيدا و مخطط بوضوح.	سيدي الرئيس، أود أن أركز في حديثي على تقرير السيدة لالميار و الذي أظن أن كلماته مختارة بوضوح و موضوعة جيدا مع بعضها.	4.4
1000	إنها أولوية كفاحنا حتى يوضع إثبات الحقوق الأساسية حيز التنفيذ في خياراتنا السياسية.	هذا هو كفاحنا الأولي من أجل ضمان أن إثبات الحقوق الأساسية تمّ وضعه حيز التنفيذ في قراراتنا السياسية.	4.75
1001	إنّه تطور من هذا النوع الذي أتمنّاه في الدول الأخرى في الإتحاد الأوروبي.	ٳن هذا النوع من المستقبل الذي أود ان أراه في الدول الأخرى في الِاتحاد الأوروبي.	4.5
1002	أولئك الذين يرفضون التعاون المعزز يتمتعون بنفس حريّة التنقل التي الركاب المقعد الخلفي لسيارة.	أولئك الذين يقفون جانبا ضد التعاون المعزز بالضبط قد تمّ و مازال إعطاؤهم نفس الحرية مثل ركاب المقعد الخلفي في سيارة.	4.5
1003	حزبي يعبّر عن تحفّظات حول تنظيم بيع السلع الاستهلاكية عن طريق تشريع المجتمعي، كما تقدم تحفّظات حول مفهوم الاعتراف المتبادل بالمعايير.	حزبي لديه تحفظات جديّة بشأن القانون المجتمعي الذي يطبّق على بيع المنتجات الإستهلاكيّة مقابل تطبيق مفهوم الإعتراف المتبادل بالمعايير.	4.5
1004	يجب أن يكون هناك شبكة ذكية للتنسيق بين الوكالات الوطنية، و التي بدورها، سوف يجب أن تحرك و تنسق شبكة من مراكز التمييز في السلامة الغذائية. على المستوى المحلي.	يجب أن يكون هنالك بصدق مركزا لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على مستوى كل منطقة على حدة.	4.6
1005	الموافقة على محضر الجلسة السابقة.	الموافقة على محضر الجلسة السابقة.	5.0
1006	- إنّ إنشاء وحدة للتعاون القضائي المؤقت هي خطوة في الاتجاه الصحيح، ليست التي البرلمان الأوروبي يهدف إليها منذ زمن بعيد.	خطوة في الإتجاه الصحيح و التي كان الإتحاد الأوروبي يسعى ٳليها جاهدا لفترة طويلة الآن، هي ٳنشاء وحدة مؤقتة للتعاون القضائي.	4.6
1007	ليس لسلوفاكيا أن تبقى في المجموعة الثانية و من المنطقي أنها تريد الانضمام إلى الإتحاد في نفس الوقت الذي جمهورية التشيك.	لقد لم يتم إدانة سلوفاكيا إلى القسم الثاني و من المنطقي انها يجب أن ترغب في الانضمام معا إلى جمهورية التشيك.	4.6
1008	عندما نُواجَه بخطر محتمل، من المهم أن نضع حيّز التطبيق المبدأ الوقائي.	عندما نواجه بخطر محتمل، من المهم تطبيق مبادئ وقائية.	5.0
1009	إنها لوصمة عار عندما نعتقد أنّ الإتحاد الأوروبي يقدّم نفسه كبطل تحديث الحياة الاقتصادية.	هذه حالة مخزية للأوضاع عندما نعتبر أنّ الإتحاد الأوروبي بذاته هو بطل تحديث الحياة الاقتصادية.	4.6
1010	أجد مثلا يحتذى به أنّ فرنسا سوف تصمم على أخذ هذه الخطوة.	أعتقد أنّ فرنسا قد وضعت مثالا رائعا باتخاذها في النهاية هذه الخطوة.	4.6
1011	سيدي الرئيس، لجنة الحريات و حقوق المواطنين، وزارة العدل و الداخلية قد أعدّت بقدر كبير من الرعاية تقرير كارامانو.	سيدي الرئيس، لقد اتخذنا قدرا كبيرا من الرعاية خلال اعداد تقرير كارامانو في لجنة حريات و حقوق المواطنين، وزارة العدل و الداخلية.	4.6
1012	ٳنه الموقف المدافع عنه من قبل المقرر و المشترك من قبل حزب الشعب الأوروبي.	هذا أيضا موقف يوصي به المقرر و يشاركه فيه حزب الشعب الأوروبي.	4.6
1013	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	(ES) السيد الرئيس، التوسيع أمر ضروري لبناء قارّة أوروبيّة قويّة وموحدّة.	5.0
1014	في ضوء هذه الحقائق، الحاجة إلى مشاركة أكبر و فاعليّة أكبر في الكفاح ضد الفقر و التخلّف هي أمر ضروري.	نظرا لهذا الوضع، هناك حاجة لا مفرّ منها لمشاركة أكبر و لفعالية أكبر في الكفاح ضد الفقر و التخلف.	4.8
1015	بالتالي أنه من العاجل أنّ القوى العاملة في مجموعة ما بين الإدارات أن يتمّ سريعا تعزيزها بتابع للأمانة العامة للجنة حتى يتسنى لجميع مقترحات القانون للنطاق العام أن يكون مصحوبا خلال معالجته من قبل الكلية على أساس المادة 299، الفقرة 2، لبيان تأثير مفصل.	على سبيل الِاستعجال ٳذا، ٳن تكملة مفوضي المجموعة المشتركة التابعة لأمانة اللجنة يجب أن تقوى في أقرب فرصة ممكنة حتى تضمن أن كل الفصول المقترحة و التي هي عامة في نطاقها عندما يتم النظر فيها من قبل كلية المفوضين و على أساس المادة 299 (2) يجب أن تكون مبسطة من خلال ورقة تحدد آثارها الجانبية.	4.4
1016	هناك، بالطبع، نقطة مهمة هي حقيقة أننا قد بدأنا الخط العريض الرابع، مع نهجه و لكننا لا نعرف إلى الآن جيدا جدا إذا تمكننا من حل المشكلة، خاصة و أن المجلس لا يريد أن يساهم بما يكفي لتنمية الأفكار.	هناك، بالطبع، حدث هام جدا، و هو أنّه قد تمّ إحراز بداية مع صنف رابع و بالنظر إلى كيف سنتعامل معها، و لكن هو من غير الواضح تماما الآن إذا ما كنّا قد نجحنا في إيجاد حل لهذا، جزئيا لأن المجلس يرفض أن يكون له مساهمة كافية في عمليّة التفكير المصاحبة.	4.4
1017	لهذا التعاون، لدعمكم و كذلك لاستقبالكم، سيدتي الرئيسة، السيدات و السادة للبرلمان الأوروبي، الرئاسة الفرنسية تشكركم.	الرئاسة الفرنسيّة تشكركم، سيدتي الرئيسة، على هذا التعاون، على هذا الدّعم، وعلى حفاوة الإستقبال الّذي قدّمتموه لنا.	4.8
1018	أولا، تبسيط و توضيح المعاهدات.	أولا، تبسيط و توضيح المعاهدات.	4.8
1019	يجب أن يكون هنالك بصدق مركزا لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز اِمتياز للسلامة الغذائية على مستوى كل منطقة على حدة.	يجب أن يكون هنالك بصدق مركز لتنسيق شبكة الوكالات الوطنية التي بدورها يجب أن تحرك و تنسق شبكة من مراكز الإمتياز للسلامة الغذائية على مستوى كل منطقة على حدة .	4.6
1020	لقد غرقت السفن اليونانية، بدون هنالك وجود أصغر عاصفة في رقبتها الخشبية، السيد غيسوت.	السيدغيسوت، قد غرقت السفن اليونانية بدون سابق ٳنذار عندما لم يكن هناك عواصف في المنطقة.	5.0
1021	2000/0794/B5 من خلال السيد مدينا أورثيقا، السيد لنكور و السيد فافا(fava)، نيابة عن المجموعة للأحزاب الأوروبية الإشتراكيين حول خطف في كولمبيا ليسوعي اسباني منخرط في المفاوضات مع مقاتلي؛	2000/0794/B5 من خلال السيد مدينا أورثيقا، السيد لنكور و السيد فافا(fava)، نيابة عن المجموعة للأحزاب الأوروبية الإشتراكيين حول خطف في كولمبيا ليسوعي اسباني منخرط في المفاوضات مع مقاتلي؛	4.6
1022	قبل كلّ شيء ، عند وجود شركة لمالك واحد أو وجود شركة تضم أقل من 250 موظف ، و تمتلك مشروعا ، يجب أن تستفيد من التمويل ليس فقط لضمان 120% فحسب ، بل أيضا إعتمادا على فكرة بسيطة .	قبل كلّ شيء ، في حال وجود شركة لمالك واحد أو شركة لديها أقل من 250 موظف ، و تمتلك مشروعا، فهي لا تحتاج أيّ توفير ل 120 % ضمانات للقروض على شكل أراضي للحصول على التمويل ، كما ينبغي أن يكون من المفروض الحصول على تمويل إعتمادا على الفكرة الجيّدة .	4.4
1023	 يَقبَلُ البرلمان التعديل شفهيّاً.	 قَبِلَ البرلمان التعديل شفهيّاً .	4.8
1024	إضافة  إلى ذلك ، نودّ أن نثبت في أوروبا ، أننا نستطيع تطوير المساواة الدسنورية في صربيا و الجبل الأسود داخل يوغسلافيا بواسطة الاعتراف بالمبادئ الديمقراطية الحقيقية .	 من جهة أخرى ، نودّ أن تُمنح لنا الفرصة لنثبت لأوروبا أنّنا قادرون على تطوير المساواة الدستورية في صربيا و الجبل الأسود داخل يوغسلافيا بأنفسنا ، وبالاعتراف بمبادئ الديمقراطية الحقيقية .	4.8
