id	sentence_1	sentence_2	similarity	entailment
1807	Com o resultado, ele chegou ao top 5 do ranking, com 40.650 pontos.	Cada vitória vale 10.000 pontos, ou seja, ainda há 20.000 em jogo.	1.75	None
1808	Apesar da folga no Campeonato Brasileiro essa semana, o Fluminense tem intensificado seus treinamentos.	A semana sem jogos do Campeonato Brasileiro não é sinônimo de folga no Fluminense.	4.0	Entailment
1809	A companhia utiliza pequenas aeronaves na remota e montanhosa Papua.	A aeronave transportava 54 pessoas e caiu numa região montanhosa e remota da Papua.	3.0	None
1810	O momento está merecendo a execução de um programa deste porte.	O governo aposta muito nesse programa.	2.5	None
1811	Google anuncia que Google Street View passará a ter suporte para realidade virtual.	O Google também está permitindo o acesso ao aplicativo Google Street View no Cardboard.	3.75	None
1812	Segundo os residentes, o avião despenhou-se contra uma montanha.	De acordo com os habitantes, o avião caiu em uma montanha.	5.0	Paraphrase
1813	A emissora NBC informou que o atirador nasceu no Kuweit e era naturalizado norte-americano.	Segundo a emissora NBC, ele é naturalizado americano e nasceu no Kuwait.	4.25	Entailment
1814	A outra bateria das quartas de final terá Mick Fanning contra Bede Durbridge.	Ítalo Ferreira cairá na água com o australiano Bede Durbidge e Mick Fanning.	3.0	None
1815	A oposição alega que a situação é inconstitucional.	Os confrontos entre apoiantes do presidente e da oposição estão a escalar.	2.5	None
1816	Uma senha longa é preferível, mas ela também traz outros problemas.	Use senhas individuais com gerenciadores de senha para conseguir guardá-las.	2.75	None
1817	Historicamente, a Copa América é sempre muito complicada.	O Brasil ficou 40 anos sem ganhar a Copa América e continuou jogando.	2.75	None
1818	Pelissioni defendeu a proposta feita pela CPTM e criticou a decisão dos sindicatos de parar.	Em nota, a CPTM considerou irresponsável a decisão dos sindicatos.	3.0	None
1819	O ataque deixou a cidade, uma das maiores do Tennessee, em estado de alerta.	As duas instalações militares ficam na cidade de Chattanooga, no Estado de Tennessee.	2.0	None
1820	O Google está levando a realidade virtual para todo o mundo com o projeto Google Cardboard.	Os óculos de realidade virtual, ao que tudo indica, vieram para ficar.	2.5	None
1821	A quina saiu para 86 apostas e cada uma delas levará um prêmio de R$ 30.816,66.	Pela quina, 101 acertadores receberão prêmio individual de R$ 4.420,71.	2.5	None
1822	A Odebrecht possui cerca de 70% dos seus negócios fora do Brasil.	A Odebrecht é considerada a maior construtora do Brasil.	2.5	None
1823	"Essas irregularidades ""estariam ocasionando problemas físicos e psicológicos nos empregados""."	A prática estaria ocasionando problemas físicos e psicológicos aos funcionários.	4.0	Entailment
1824	Phil Spencer foi bastante simpático em sua apresentação.	Ele recebeu um prêmio de Phil Spencer pelo feito alcançado.	1.75	None
1825	O incentivo ao uso do protesto em cartório gera burocracia e custo ao processo de “limpar” o nome.	Além disso, a lei incentiva o uso de protesto em cartório.	3.25	None
1826	Outros 86 fizeram a quina e vão levar R$ 30.816,66.	86 jogadores levaram um prêmio de R$ 30.816,66 cada.	4.25	Entailment
1827	Em seu perfil oficial no Facebook, Rafinha Bastos comentou o ocorrido e saiu em sua defesa.	Ainda na madrugada, o próprio Rafinha Bastos usou seu perfil oficial no Facebook para brincar com o episódio.	3.25	None
1828	É a primeira sentença da Operação Lava Jato contra executivos de construtoras.	Esta é a primeira condenação de executivos de empreiteiras investigados na Operação Lava Jato.	5.0	Paraphrase
1829	No ano passado, o Flamengo, atual campeão do NBB, enfrentou o Orlando Magic nos Estados Unidos.	Enfrentamos o Flamengo no ano passado e sabemos o que podem fazer.	2.25	None
1830	Estudantes de Santa Catarina, Goiás, Tocantins, Rio de Janeiro e São Paulo estão vindo participar.	Em Santa Catarina, não há surpresa pelo posicionamento da bancada.	1.25	None
1831	E mais uma vez os nomes de Rafinha Bastos e da cantora Wanessa Camargo foram relacionados em uma polêmica.	A declaração causou polêmica e levou Wanessa a processar Rafinha.	2.5	None
1832	Espero que possamos fazer um grande jogo e que sirva de aprendizado para a temporada.	Ficar esperando uma competição de curta temporada é algo complicado.	1.25	None
1833	O atacante teve o caminho para o gol facilitado e abriu o placar no Serra Dourada.	Já aos 26 minutos, o Flamengo abriu o placar no Serra Dourada.	3.25	None
1834	Na contramão de eventuais reforços, Luis Fabiano e Cafu podem deixar o São Paulo.	Luis Fabiano pode ser o próximo jogador a deixar o São Paulo.	4.0	Entailment
1835	Nessa quarta, o time abriu 2 a 0 com quatro minutos de jogo.	O time abriu 2 a 0 em menos de cinco minutos de jogo.	4.0	Entailment
1836	Minha solidariedade à família e aos amigos do ex-senador, que nos deixa tão precocemente.	Presto minha solidariedade a toda sua família e amigos.	3.75	Entailment
1837	"Outra testemunha disse ao jornal ""Roseburg News-Review"" que o atirador perguntou a religião dos estudantes antes de atirar."	Testemunhas disseram que o atirador questionou a religião das vítimas antes de disparar.	4.0	Entailment
1838	O gol do Londrina foi marcado pelo zagueiro Luizão, aos 13 minutos do primeiro tempo.	Luizão foi o autor do gol do Londrina.	4.0	Entailment
1839	Ele era o último sobrevivente do seu país que esteve em campo naquele jogo.	Ele era o último jogador vivo dos 22 que entraram em campo naquele dia.	4.25	None
1840	O presidente do Senado se opôs à proposição em declarações dadas nas últimas semanas.	O presidente do Senado se opôs à proposta em declarações dadas na semana passada.	5.0	Paraphrase
1841	Em seu comunicado, a promotoria explicou amplamente os motivos que o levaram a não acusar a Lionel Messi.	Em seu documento, a Promotoria fundamentou amplamente os motivos que a levou a não acusar Lionel Messi.	5.0	Paraphrase
1842	O prazo se encerraria no próximo dia 5 de maio.	A sessão foi marcada para o dia 12 de maio.	1.75	None
1843	No começo da tarde a situação se acalmou na Assembleia.	Amostras do que seria a terça-feira na Assembleia começaram ainda pela manhã.	2.25	None
1844	O astro argentino Lionel Messi foi absolvido do caso de sonegação ao fisco espanhol.	Lionel Messi mora em Barcelona e obteve cidadania espanhola em 2005.	1.75	None
1845	Romero tenta oferecer dinheiro a Ascânio para descobrir informações sobre Atena.	Antes de descobrir que foi roubado por Atena, Romero vai se declarar para a personagem de Giovanna Antonelli.	2.0	None
1846	Ainda assim, a operação pode fazer prever um novo conflito entre Pyongyang e a comunidade internacional.	No entanto, a operação poderia colocar Pyongyang mais uma vez em rota de colisão com a comunidade internacional.	4.75	Paraphrase
1847	A média é de 45 milímetros para julho, mas a gente ainda esperava 60 milímetros, um pouco mais.	Somente em julho foram 180 milímetros, três vezes mais do que o esperado.	2.25	None
1848	A última apresentação do Iron Maiden em Belo Horizonte aconteceu em 2009, no Mineirinho.	Fortaleza receberá um dos cinco shows da banda Iron Maiden no Brasil em 2016.	2.5	None
1849	A Microsoft liberou nesta quinta-feira (1º) a versão oficial do Skype Translator.	Ontem a Microsoft liberou uma nova atualização para o Skype.	3.0	None
1850	O primeiro filme da Arcade Fire ficará em cartaz por um tempo limitado.	Reflektor, o último álbum do Arcade Fire foi um estouro.	2.25	None
1851	A prova dos autos é no sentido da absolvição de Nestor Cerveró.	A defesa pediu a absolvição sumária de Cerveró.	3.5	None
1852	Outras duas ficaram feridas e dois adolescentes ainda são procurados nos escombros.	Dois adolescentes estão desaparecidos sob os escombros.	4.25	Entailment
1853	No dia 25, a uma juíza da Justiça do Paraná decretou a prisão temporária por 30 dias.	A prisão temporária decretada pela juíza tem prazo de 30 dias.	4.0	Entailment
1854	Aos 38 minutos, Galhardo cobrou uma falta um pouco antes da entrada da grande área.	Rafael Galhardo cobrou falta da entrada da área e acertou o canto direito.	4.0	None
1855	Jessica Jones é a segunda das quatro produções realizadas pela parceria entre a Marvel e o Netflix.	Jessica Jones estreia no dia 20 de novembro, exclusivamente no Netflix.	3.25	None
1856	Cinco delas foram resgatadas com vida e encaminhadas para um hospital.	Três pessoas foram resgatadas com vida e encaminhadas para o Hospital Geral do Estado.	3.75	None
1857	"A turnê ""The book of souls"" deve passar por 35 países."	O novo álbum deles, The Book of Souls, estreou em primeiro lugar no Brasil e em outros 40 países.	3.0	None
1858	Em Campo Grande as temperaturas devem variar entre 18°C e 32°C.	No município de Aquidauana, os termômetros devem oscilar entre 21°C a 38°C.	2.5	None
1859	Só um time jogou no primeiro tempo.	Estava quente e é desumano jogar assim.	1.75	None
1860	Nosso primeiro contato com o Jaguar XE foi no berço da Jaguar Land Rover, em Londres, na Inglaterra.	Será a primeira fábrica Jaguar Land Rover totalmente própria fora do Reino Unido.	2.25	None
1861	Acertaram quatro dezenas 3.617 apostas que receberão cada R$ 755,81.	Outras 8.814 apostas acertaram a quadra e ficaram com R$ 736,05 cada.	2.5	None
1862	No sábado, um forte terremoto de magnitude 7,8 estremeceu o Nepal.	Um tremor de magnitude 7,8 atingiu o país no sábado.	4.25	Entailment
1863	A polícia do Rio matou ontem o traficante Celso Pinheiro Pimenta, 33 anos, conhecido como Playboy.	O traficante Playboy, Celso Pinheiro Pimenta, foi morto em operação policial no Rio.	4.25	Entailment
1864	Em meio ao tumulto, algumas pessoas foram agredidas por policiais com golpes de cassetete.	Os policiais usaram cassetetes e gás lacrimogêneo para conter a multidão.	3.0	None
1865	A gente espera ter os votos necessários pela manutenção dos vetos.	O PMDB está jogando junto, está apoiando a manutenção dos vetos.	3.25	None
1866	Segundo o IBGE, vários alimentos ficaram mais baratos de um mês para o outro, a exemplo da cebola, tomate e cenoura.	Segundo o IBGE, ficaram mais em conta cebola, tomate e cenoura.	4.0	Entailment
1867	Mato Grosso do Sul está entre os estados onde operadora tinha clientes.	A PF não informou o número de sinais identificados em Mato Grosso do Sul.	1.25	None
1868	O programa acumula 1,9 milhão de contratos e abrange mais de 1,6 mil instituições.	Até o momento, foram feitos 1,75 milhão de contratos dos 1,9 milhão existente.	3.75	None
1869	A Rede Sustentabilidade terá número 18 nas urnas.	A criação da Rede Sustentabilidade virou uma novela na vida de Marina Silva.	2.25	None
1870	No ano passado foram 730 mil novos contratos.	Faltam ainda 296 mil contratos para serem renovados.	2.0	None
1871	Só a Inter de Milão, líder do campeonato, tem nove pontos, com campanha 100%.	A Inter de Milão segue no topo da tabela com 9 pontos ganhos.	4.0	Entailment
1872	A carteira do fundo inclui 75 projetos já apoiados com aprovações de R$ 1,154 bilhão.	A perspectiva é que até 2019, os recursos aplicados pelo fundo alcancem R$ 1,9 bilhão.	2.25	None
1873	A Rede conseguiu comprovar o apoio popular de mais de 498 mil assinaturas -sendo que eram exigidas cerca de 487 mil.	São necessárias 484 mil assinaturas para aprovar um partido.	2.75	None
1874	Nas últimas semanas, Cunha vinha atuando ativamente com a oposição para forçar a abertura de um processo de impeachment.	Nos últimos meses, Cunha rejeitou seis pedidos de impeachment contra Dilma.	3.0	None
1875	Em Xanxerê, 4.275 pessoas ficaram desalojadas e 539, desabrigadas após os fortes ventos.	Porém, 27 pessoas ficaram feridas, 1.050 foram desalojadas e 77 ficaram desabrigadas.	3.0	None
1876	A foto, publicada há quatro meses, alcançou a marca de 3,5 milhões de curtidas.	Publicada há quatro meses, a foto recebeu mais de 3 milhões de curtidas.	4.0	Entailment
1877	Existem leis que explicam como um produto ou um serviço devem ser feitos.	O fornecedor não pode vender produtos ou realizar serviços que não obedeçam a essas leis.	3.25	None
1878	Dilma aterrisou no Aeroporto de Chapecó, no Oeste catarinense, às 9h.	Dilma Rousseff chegou ao aeroporto de Chapecó às 9h20.	3.75	None
1879	Felizmente, o cancelamento da renovação automática é bastante simples.	Veja como cancelar a renovação automática do Apple Music, para não ser cobrado todos os meses.	2.25	None
1880	A produção de veículos automotores caiu 19,5% em setembro, na comparação com agosto.	Na comparação com agosto, a fabricação de coletivos avançou 54,2% no mês passado.	2.0	None
1881	As vítimas chegaram a ser socorridas, mas o homem de 31 anos não resistiu.	O delegado chegou a ser levado para o hospital, mas não resistiu.	2.5	None
1882	Em setembro foram fabricadas 174,2 mil unidades, contra 216,6 mil em agosto.	Foram licenciados 200,1 mil veículos no mês passado, contra 207,3 mil em agosto.	2.25	None
1883	Mas amigos de Natasha Silva Santos acreditam que ela tenha sido morta pelo pintor Jorge Luiz Morais de Oliveira.	As duas acreditam que Renata tenha sido uma das vítimas de Jorge.	3.5	None
1884	Depois de Apple e Samsung lançarem seus aparelhos de topo de linha no mercado, agora é a vez do Google.	O Google lançou hoje os novos aparelhos da linha Nexus.	3.25	None
1885	As circunstâncias em que ele se feriu estão sendo investigadas pelo Departamento de Justiça.	As circunstâncias da morte do jovem negro estão sendo investigadas.	3.75	None
1886	A gente sempre foi bem recebido pelos jogadores e é isso que eu procuro fazer.	A gente está fazendo nosso trabalho bem feito.	1.0	None
1887	Uma semana depois, no dia 19 de abril, Gray morreu no hospital por causa da lesão.	Gray morreu no dia 19, após seu encontro com a polícia.	4.0	None
1888	Adisabeba tenta defender Juliano e acaba acusada por Dante.	Romero convence Dante a liberar Juliano e Adisabeba.	2.5	None
1889	Parlamentares analisarão nesta terça-feira 32 vetos feitos por Dilma a propostas aprovadas pelo Legislativo.	Na pauta, estão 32 vetos da presidente Dilma Rousseff a projetos aprovados pelo Congresso.	3.75	Entailment
1890	As duas equipes voltam a se encontrar às 16h do próximo domingo, no Beira-Rio.	Não poderá ser batido pelo público do próximo domingo no Beira-Rio.	2.25	None
1891	Atualmente, existem aproximadamente 25 mil leitos psiquiátricos do SUS em 166 hospitais no país.	Em 2006, havia 40.942 leitos em 228 hospitais psiquiátricos.	3.25	None
1892	O problema é que também o governo e Cunha até podem fechar um acordo, mas nada seria garantido.	O acordo, no entanto, sofre resistência de Cunha.	2.75	None
1893	Segundo a autoridade, não é possível haver colaboração enquanto os russos continuarem a atacar também outros alvos que não são do Estado Islâmico.	Os russos continuam a atacar alvos que não são do Estado Islâmico.	4.0	Entailment
1894	Ainda não é o que a gente queria, mas com certeza é um avanço.	A categoria reconhece o avanço, mas ainda reivindica outras mudanças.	3.75	None
1895	A Justiça condenou o ex-tesoureiro do PT João Vaccari Neto a 15 anos de prisão nas investigações da Lava Jato.	O ex-tesoureiro do PT João Vaccari Neto está preso desde abril.	2.75	None
1896	Pela oitava vez nas últimas 16 partidas o Corinthians marcou pelo menos três gols.	Considerando toda primeira passagem de Tite pelo Corinthians, a média de gols foi de 1,32 por partida.	2.0	None
1897	Só os oito primeiros, entretanto, vão à Olimpíada.	Foi a primeira classificação à Olimpíada na Canoagem.	2.5	None
1898	Valencia é outro que pode dar lugar a Leandrinho em função de dores na panturrilha.	O volante Valencia, com dores na panturrilha esquerda, também preocupa.	3.5	None
1899	Barrios teve uma ótima chance cara a cara com Alisson, mas parou no arqueiro colorado.	Penalti marcado e na cobrança, Barrios chuta para a defesa de Alisson.	2.5	None
1900	A presidenta Dilma Rousseff iniciou sua agenda desta sexta-feira (9) na Colômbia com encontro com lideranças empresariais do Brasil.	Esta é a primeira visita de estado da presidente Dilma Rousseff à Colômbia.	2.75	None
1901	Durante o último tremor secundário, que teve uma magnitude de 6,7, eu estava na rua.	Um tremor secundário de magnitude 6,7 atingiu neste domingo o Nepal.	3.5	None
1902	Aos 29, o garoto Fernandes acertou um belo chute de fora da área e ampliou.	Arão tocou para Neilton na área, mas a zaga travou o chute.	2.0	None
1903	Baseado no clássico de Antoine de Saint-Exupéry, estreia nos cinemas O Pequeno Príncipe.	O Pequeno Príncipe estreia nesta quinta-feira (20) nos cinemas brasileiros.	4.0	None
1904	O Bayern de Munique confirmou nesta terça-feira que Gerd Müller está com Alzheimer.	O ex-atacante Gerd Müller está com Alzheimer.	4.0	Entailment
1905	Eu não queria ir, em nenhum momento desde que cheguei ao Madrid.	Nunca pensei quando cheguei ao Madrid em estar um ano ou dois.	2.75	None
1906	O Corinthians disputará a Florida Cup pelo segundo ano consecutivo.	De acordo com o regulamento da Florida Cup, cada clube disputará duas partidas.	2.25	None
1907	Posteriormente, ele foi submetido a exames que confirmaram a ruptura de um osso da face.	Após exames, ficou constatada uma ruptura em um osso da face.	4.0	Entailment
1908	A queda nos ganhos da empresa deveu-se ainda à desvalorização de ativos, orçada em 44,6 bilhões de reais.	A desvalorização de ativos da Petrobras chegou a R$ 44,6 bilhões.	3.75	Entailment
1909	O Código de Defesa do Consumidor (CDC) completa 25 anos hoje (11).	Para normatizar essa questão, há 25 anos foi promulgado o Código de Defesa do Consumidor.	3.75	None
1910	Um contrato com os organizadores da Florida Cup garante ao clube prioridade de participação na competição até 2019.	Os organizadores da Florida Cup divulgaram nesta quarta-feira a tabela de jogos da competição.	2.25	None
1911	Os visitantes podem permanecer no parque até as 17h, mas a bilheteria só funciona até as 16h.	Já na segunda-feira, o horário de funcionamento será das 9h às 15h.	2.5	None
1912	O ex-presidente Luís Inácio Lula da Silva divulgou um vídeo onde incentiva os brasileiros a fazerem exercícios.	O ex-presidente Luiz Inácio Lula da Silva (PT) começou a malhação.	2.75	None
1913	Também foi o nono mês consecutivo de saída de valores da poupança.	Pelo nono mês seguido, a poupança registrou perda de recursos.	4.5	Paraphrase
1914	Já no dia seguinte, esse número subiu para 63.455.	O contribuinte tem até o dia 30 de abril para fazer a declaração.	1.0	None
1915	Com o resultado, o Liverpool chegou aos 12 pontos, enquanto o Everton tem 13.	A expectativa era enorme, mas Everton e Liverpool não corresponderam.	2.0	None
1916	O eclipse lunar total, como é esse caso, é composto de duas fases: a penumbral e a umbral.	O eclipse lunar total vai durar uma hora e 12 minutos.	2.5	None
1917	Para completar o quadro, a poupança tem perdido atratividade frente a outros investimentos por causa da inflação.	A alta da inflação também contribuiu para a perda de atratividade da poupança.	4.25	Entailment
1918	O Atlético-MG tentará a recuperação após a goleada como mandante diante do Flamengo no mesmo dia, às 16h.	Já o Atlético-MG encara o Flamengo, no mesmo dia, às 16h.	3.75	Entailment
1919	São eles o volante Walace e o atacante Pedro Rocha, que viraram titulares da equipe principal neste Brasileirão.	Foi confirmada a extensão de contrato até 2018 do volante Walace e do atacante Pedro Rocha nesta terça-feira.	2.25	None
1920	Os próprios pacientes devem ser capazes de ingerir as drogas.	Esses medicamentos têm de ser ingeridos pelo próprio paciente.	4.25	Paraphrase
1921	O WSJ também mencionou que, ao contrário do que se supunha, o carro da Apple não será um autônomo.	A Reuters informou recentemente que o carro da Apple deverá contar com condução autônoma.	3.0	None
1922	Decidimos agrupar a equipe no campo 2 do Monte Everest.	A mensagem destaca que o campo base no Monte Everest foi destruído.	2.25	None
1923	Além da renovação, Pedro Rocha e Walace receberam também uma valorização salarial neste novo contrato com o Grêmio.	Walace e Pedro Rocha não tiveram os primeiros anos da base no Grêmio.	2.25	None
1924	O Brasil tem até 20 dias para tirar Pizzolato da Itália.	Pizzolato foi condenado no mensalão e fugiu para a Itália em 2013.	2.75	None
1925	O anúncio foi feito durante uma visita oficial de Dilma a Bogotá.	O acordo foi fechado durante a visita da presidente Dilma Rousseff a Bogotá.	4.0	None
1926	A empresa quer entregar seu primeiro veículo em 2019, segundo o jornal Wall Street Journal (WSJ).	A informação foi apurada pelo The Wall Street Journal.	2.75	None
1927	Ilídio assumiu a Portuguesa, em 2014, na temporada seguinte ao rebaixamento do time.	Em março deste ano, antes do rebaixamento da Portuguesa no Paulistão, Ilídio renunciou ao cargo de presidente.	2.75	None
1928	Luis Fabiano é o segundo neste ranking, com 121.	Luis Fabiano caiu e bateu com as costelas no chão, ficando sem ar.	2.0	None
1929	Na ocasião, Lico disse que o Fluminense estava por trás daquela escalação.	O Fluminense aproveitou apenas o regulamento.	1.75	None
1930	O governo chileno emitiu um alerta para tsunamis em todo o litoral e algumas regiões estão sendo evacuadas.	Um alerta de tsunami foi emitido pelas autoridades chilenas para toda a região costeira.	4.0	Entailment
1931	O ministro da Justiça Andrea Orlando será visto como um herói por muitos brasileiros.	A decisão foi tomada pelo ministro da Justiça da Itália, Andrea Orlando.	2.75	None
1932	A informação foi primeiramente publicada pelo jornal Zero Hora.	A declaração teria sido publicada em 1963 pelo Jornal do Brasil.	2.0	None
1933	A gente sabe o quanto é difícil ser presidente de clube.	Sei o quanto a imagem do clube foi desgastada.	1.5	None
1934	A Nebulosa Borboleta (ou Nebulosa Inseto) foi registrada pelo telescópio Hubble nesta fotografia.	Nesta sexta, o telescópio espacial Hubble completa 25 anos.	2.25	None
1935	Nunca iríamos atingir intencionalmente um local médico protegido.	Nunca apontaríamos intencionalmente contra uma instalação médica protegida.	4.5	Paraphrase
1936	A dúvida, como os dois jogadores estão fora há duas semanas, é se serão titulares ou se começarão no banco.	Os dois jogadores ainda não têm presença certa no time titular.	4.0	Entailment
1937	Até as 17h, cinco homens, no mínimo, eram mantidos com as mãos amarradas e sob ameaça.	Até as 17h, pelo menos cinco homens eram mantidos sob ameaça.	4.5	Entailment
1938	Para imóveis em geral, passou de 90% para 80%.	De um lado, caiu a demanda por imóveis.	2.5	None
1939	Caso ainda assim não funcione, reinicie o dispositivo e redefina os ajustes de rede.	A primeira solução a ser tentada – e que normalmente funciona – é redefinir os ajustes de rede.	3.25	None
1940	O objetivo era apenas promover o novo filme da saga “Star Wars”, que estreia em dezembro.	Star Wars: O Despertar da Força estreia em 18 de dezembro.	2.75	None
1941	A mudança nas taxas entra em vigor em 1º de outubro e não atinge os contratos do Minha Casa Minha Vida.	As novas taxas vão passar a vigorar em 1º de outubro.	4.0	Entailment
1942	A nova temporada de ‘Arquivo X‘ ganhou seu primeiro cartaz.	"Originalmente, ""Arquivo X"" teve nove temporadas exibidas entre 1993 e 2002."	2.5	None
1943	Ele iria colocar em órbita o telescópio Hubble.	O Hubble foi o primeiro telescópio óptico a ser colocado no espaço.	3.25	None
1944	A pesquisa da Abecip sinaliza a elevação das taxas de juros como um desestimulador para novos contratos.	É a terceira vez no ano que o banco eleva as taxas.	2.25	None
1945	Aos sábados, dois projetos serão alternados: Tardes na Mauá e Samba na Mauá.	Este sábado, o Samba na Mauá vai ser inaugurado pelo Grupo Bandeira do Samba.	2.0	None
1946	Pelo menos cem pessoas ficaram feridas, segundo a Guarda Municipal.	Segundo o sindicato dos professores, 230 pessoas ficaram feridas.	3.0	None
1947	José era pai de Paula Manga, Manga Júnior, Maria Manga e Katia Manga e já tinha quatro netos.	Manga deixa três filhos e quatro netos.	3.5	None
1948	"O próprio casal confirmou a gestação para o site da revista ""Marie Claire""."	Recentemente, Marie Claire contou que eles vão se casar no civil.	1.75	None
1949	A área aberta e gratuita da Campus Party conta com diversas atrações e conteúdos exclusivos para o público visitante.	Ainda não foram anunciadas as atrações da Campus Party Brasil 2016.	2.0	None
1950	Melhor para Lionel Messi, que marcou o gol da vitória da Argentina por 1 a 0.	De quebra, um duelo espetacular entre Lionel Messi e Neymar.	2.25	None
1951	O resultado é praticamente estável em relação a abril, com redução de 0,1 ponto percentual.	Em 12 meses, houve aumento de 0,7 ponto percentual.	2.25	None
1952	A emissora CBS identificou o atirador como Muhammad Youssef Abdulazeez, citando duas fontes de segurança.	Segundo informações da CBS, o suspeito morto foi identificado como Muhammad Youssef Abdulazeez.	4.25	None
1953	Já no comparativo com o mês de julho do ano passado, a retração foi de 47,36%.	Na comparação com julho do ano passado, o indicador cedeu 21,6%.	3.25	None
1954	Já à venda, ingressos para a nona edição do evento de tecnologia custam R$220.	Os ingressos já estão à venda e podem ser comprados por R$ 220,00.	3.25	Entailment
1955	Agora, com a decisão do STJD, o Ceará tem como adversário o Sport pela Sul-Americana.	O Sport ainda não estreou na Copa Sul-Americana, mas já tem novo adversário.	3.25	None
1956	A empresa informou ainda que não houve feridos e as operações do terminal foram imediatamente interrompidas.	Por volta de meio dia, a empresa se manifestou dizendo que as operações do terminal continuavam interrompidas.	3.25	None
1957	Em 2009, enquanto seu partido estava na oposição, Turnbull foi deposto por Abbott.	Por enquanto o futuro político de Abbott é incerto.	2.75	None
1958	Na escola Augustinho Brandão estudam hoje cerca de 232 alunos, de acordo com informações da direção.	Na Unidade Escolar Augustinho Brandão, os alunos são motivados por todos os professores.	2.5	None
1959	Tom Cruise está na Colômbia filmando ‘Mena‘ desde o dia 19 de agosto.	Todos faziam parte da equipe de produção do filme Mena, em que Tom Cruise atua.	2.75	None
1960	O Grêmio sonhava em anunciar a compra da gestão da Arena durante os festejos do aniversário.	De acordo com Bolzan, o Grêmio ainda não tem condições de anunciar a compra da Arena.	3.5	None
1961	A competição é fechada ao público.	A área de competição qualificatória, hoje, não teve problema.	1.5	None
1962	Equipes de socorro estão no local da queda do avião em San Pedro de los Milagros.	A aeronave caiu ontem (11) no município de San Pedro de los Milagros, na Colômbia.	3.75	None
1963	O Corpo de Bombeiros foi até o local e localizou o corpo por volta das 10h.	Os bombeiros ainda não encontraram o corpo.	2.5	None
1964	Lula chegou acompanhado da ex-primeira-dama Marisa Letícia e foi recepcionado com cartazes e faixas de apoio.	Acompanhado da ex-primeira-dama Marisa Letícia, Lula chegou quando o ato já havia começado.	4.0	None
1965	Esse não é Steve Jobs que conheci.	Gibney disse que não pretendia pintar Jobs como um vilão.	2.75	None
1966	Funcionários dos Correios de 15 estados e o DF estão em greve.	Na assembleia, a maioria dos funcionários votaram contra a proposta apresentada pelos Correios.	2.0	None
1967	No primeiro trimestre deste ano, a Petrobras registrou lucro líquido de R$ 5,3 bilhões.	A Petrobras registrou lucro líquido de R$ 531 milhões no segundo trimestre deste ano.	3.25	None
1968	O Mundial de Clubes deste ano será disputado no Japão, de 10 a 20 de dezembro e a grande decisão será dia 20, em Yokohama.	A grande decisão do Mundial de Clubes está marcada para o dia 20 de dezembro, em Yokohama.	4.25	Entailment
1969	Mais cedo, moradores colocaram fogo em barracos como forma de protesto, mas não houve confronto.	Em protesto contra a ação, alguns moradores colocaram fogo em barracos.	4.0	Entailment
1970	Pênalti bem marcado e convertido por Fernando Bob.	Pênalti que o ex-tricolor Fernando Bob cobrou e fez 2 a 0 para a Ponte.	3.5	None
1971	A mobilização dos trabalhadores é nacional, mas, segundo os Correios, dos 36 sindicatos, 17 não deflagraram greve.	Trabalhadores dos Correios em Piauí deflagraram greve nesta quarta, sem data para terminar.	3.0	None
1972	Na faixa entre R$ 1.903,99 e R$ 2.826,65, o contribuinte pagará 7,5% de Imposto de Renda.	Com o valor de R$ 1.903,98, a faixa de isentos é maior.	3.0	None
1973	O valor total dos contratos, que correspondem a dois lotes de obras, era de R$ 559 milhões.	O valor total desse lote era de cerca de R$ 386 milhões.	2.0	None
1974	Aos 18 minutos, o terceiro veio na sequência, em uma cobrança de falta de Rômulo no travessão.	Aos 18 minutos, em cobrança de falta, Rômulo mandou no travessão.	4.0	Entailment
1975	A série que demorou mais capítulos para conquistar o público internacional foi How I Met Your Mother.	Enquanto, How I Met Your Mother demorou cerca de seis episódios para formar seus fãs no Brasil.	4.0	None
1976	Pelo caso, ambos foram afastados pelo Comitê de Ética da Fifa por 90 dias.	Mas sua explicação não convenceu o Comitê de Ética da Fifa que o suspendeu.	2.5	None
1977	No minuto seguinte, Rômulo cobrou falta com muito veneno, acertando o travessão do Bragantino.	Aos 18 minutos, Rômulo cobrou falta e misturou precisão e força no lance.	3.75	None
1978	Nos últimos dias, a polícia fiscalizou excesso de velocidade, ultrapassagens proibidas.	Nas edições anteriores foram sobre excesso de velocidade e ultrapassagem proibida.	3.0	None
1979	A estimativa do governo é que eles recebam, no total, R$ 8,5 bilhões em investimentos.	Os recursos previstos para rodovias são de R$ 66,1 bilhões.	1.75	None
1980	Gusttavo terminou recentemente o noivado com Andressa Suita, devido às agendas lotadas de compromissos de ambos.	O fim do noivado de Gusttavo Lima e Andressa Suita continua dando o que falar.	3.0	None
1981	Para este ano estão previstos cinco leilões de rodovias, cujos estudos começaram no ano passado.	Os leilões estão previstos para acontecer a partir do primeiro trimestre de 2016.	2.75	None
1982	A expectativa de retração em 2016 também foi alterada: de 0,5% para 0,6%, na sexta piora consecutiva.	Para 2016, a retração prevista passou de 0,5% para 0,6%.	4.0	Entailment
1983	No entanto, a KIC 8462852 emitia um padrão luminoso inédito.	Mas a KIC 8462852 emitia um padrão de luz jamais visto.	5.0	Paraphrase
